,Id,SalePrice,SalePrice_log,MSSubClass,LotFrontage,LotArea,OverallQual,YearBuilt,MasVnrArea,ExterQual,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageFinish,GarageArea,GarageQual,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,TotalSF,Age,TotPorchSF,TotBaths,TotCarGarage,Has2ndFl,HasPorch,HasDeck,HasPool,HasFirePlace,HasGasHeating,HasExBsmtQual,HasIrregularLotShape,HasLandSlope,FoundationType,HasStoneMas,NeighborhoodType
109,110,190000,12.15477935,20,105,11751,6,1977,480,TA,705,1139,1844,1844,0,1844,0,0,2,0,1,TA,7,Attchd,RFn,546,TA,0,122,0,0,0,3688,3987,122,2,0,0,1,0,0,1,1,0,1,1,1,0,1
110,111,136900,11.82700601,50,75,9525,6,1954,0,TA,444,550,994,1216,639,1855,0,0,2,0,1,TA,7,Attchd,Unf,325,TA,182,0,0,0,0,2849,3978,0,2,0,1,0,1,0,1,1,0,0,1,1,0,1
111,112,180000,12.10071213,80,70.04995837,7750,7,2000,0,TA,250,134,384,774,656,1430,0,0,2,1,1,TA,7,BuiltIn,Fin,400,TA,180,0,0,0,0,1814,4010,0,2.5,0,1,0,1,0,1,1,0,1,1,2,0,1
112,113,383970,12.8583197,60,77,9965,7,2007,220,Gd,984,280,1264,1282,1414,2696,1,0,2,1,1,Ex,10,BuiltIn,Fin,792,TA,120,184,0,0,168,3960,4014,352,3.5,3,1,1,1,0,1,1,1,0,1,2,1,1
113,114,217000,12.28765263,20,70.04995837,21000,6,1953,184,TA,35,905,1809,2259,0,2259,1,0,2,0,1,Gd,7,Basment,Unf,450,TA,166,120,192,0,0,4068,3960,312,3,0,0,1,1,0,1,1,0,0,1,1,0,1
114,115,259500,12.46651198,70,61,7259,6,1945,0,TA,774,104,1028,1436,884,2320,1,0,2,1,1,Gd,9,Detchd,Unf,180,TA,224,0,0,0,0,3348,4009,0,3.5,0,1,0,1,0,1,1,0,1,1,1,0,1
115,116,176000,12.07823927,160,34,3230,6,1999,1129,TA,419,310,729,729,729,1458,0,0,2,1,1,TA,5,Detchd,Unf,440,TA,0,32,0,0,0,2187,4006,32,2.5,0,1,1,0,0,1,1,0,0,1,2,0,1
116,117,139000,11.84222921,20,70.04995837,11616,5,1962,116,TA,170,252,1092,1092,0,1092,0,1,1,0,1,TA,6,Attchd,Unf,288,TA,0,20,144,0,0,2184,3971,164,1.5,0,0,1,0,0,1,1,0,0,1,1,0,1
117,118,155000,11.9511804,20,74,8536,5,2006,0,TA,0,1125,1125,1125,0,1125,0,0,1,1,1,TA,5,Attchd,Unf,430,TA,80,64,0,0,0,2250,4014,64,1.5,0,0,1,1,0,1,1,0,0,1,2,0,1
118,119,320000,12.67607627,60,90,12376,7,1990,0,TA,1470,203,1673,1699,1523,3222,1,0,3,0,1,Gd,11,Attchd,Unf,594,TA,367,0,0,0,0,4895,4000,0,4,3,1,0,1,0,1,1,0,0,1,2,0,1
119,120,163990,12.00756073,60,65,8461,6,2005,0,Gd,0,728,728,728,728,1456,0,0,2,1,1,Gd,8,Attchd,Fin,390,TA,0,24,0,0,0,2184,4012,24,2.5,0,1,1,0,0,1,1,0,0,1,2,0,1
120,121,180000,12.10071213,80,70.04995837,21453,6,1969,0,TA,938,0,938,988,0,988,1,0,1,0,1,TA,4,Attchd,Unf,540,TA,0,130,0,130,0,1926,3975,260,2,0,0,1,0,0,1,1,0,1,1,1,0,1
121,122,100000,11.51292546,50,50,6060,4,1939,0,TA,0,732,732,772,351,1123,0,0,1,0,1,TA,4,Detchd,Unf,264,TA,0,0,140,0,0,1855,3957,140,1,0,1,1,0,0,1,1,0,0,1,2,0,0
122,123,136000,11.82041016,20,75,9464,6,1958,135,TA,570,510,1080,1080,0,1080,0,0,1,0,1,TA,5,Attchd,Unf,288,TA,0,0,0,0,130,2160,3966,130,1,0,0,1,0,0,1,1,0,0,1,1,0,1
123,124,153900,11.94405832,120,55,7892,6,1993,0,Gd,300,899,1199,1199,0,1199,0,0,2,0,1,Gd,5,Attchd,RFn,530,TA,0,63,0,0,0,2398,4001,63,2,0,0,1,0,0,1,1,0,0,1,2,0,1
124,125,181000,12.10625231,20,48,17043,6,1979,0,TA,0,1362,1362,1586,0,1586,0,0,2,0,1,TA,7,Attchd,Unf,435,TA,192,0,0,0,0,2948,4007,0,2,0,0,0,1,0,1,1,0,1,1,1,0,1
125,126,84500,11.34450681,190,60,6780,6,1935,0,TA,490,30,520,520,0,754,1,0,1,0,1,TA,5,None,None,0,None,53,0,0,0,0,1274,3988,0,2,0,0,0,1,0,1,1,0,0,1,1,0,0
126,127,128000,11.75978554,120,70.04995837,4928,6,1976,0,TA,120,958,1078,958,0,958,0,0,2,0,1,TA,5,Attchd,RFn,440,TA,0,205,0,0,0,2036,3983,205,2,0,0,1,0,0,1,1,0,1,1,1,0,1
127,128,87000,11.3736634,45,55,4388,5,1930,0,TA,116,556,672,840,0,840,0,0,1,0,1,TA,5,None,None,0,None,0,0,0,0,0,1512,3957,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1
128,129,155000,11.9511804,60,69,7590,6,1966,266,TA,512,148,660,660,688,1348,0,0,1,1,1,TA,6,Attchd,RFn,453,TA,188,108,0,0,0,2008,3972,108,1.5,0,1,1,1,0,1,1,0,0,1,1,0,1
129,130,150000,11.91839057,20,69,8973,5,1958,85,TA,567,413,1008,1053,0,1053,0,1,1,1,1,Ex,6,2Types,RFn,750,TA,0,80,0,180,0,2061,3997,260,2,0,0,1,0,0,1,1,0,0,1,1,0,1
130,131,226000,12.32829028,60,88,14200,7,1966,309,TA,445,479,924,1216,941,2157,0,0,2,1,1,Gd,8,Attchd,Fin,487,TA,105,66,0,0,0,3081,3972,66,2.5,0,1,1,1,0,1,1,0,0,1,1,0,1
131,132,244000,12.4049235,60,70.04995837,12224,6,2000,40,Gd,695,297,992,1022,1032,2054,1,0,2,1,1,Gd,7,BuiltIn,RFn,390,TA,24,48,0,0,0,3046,4009,48,3.5,0,1,1,1,0,1,1,0,1,1,2,0,1
132,133,150750,11.92337811,20,75,7388,5,1959,0,TA,405,658,1063,1327,0,1327,1,0,1,0,1,Gd,7,Detchd,Unf,624,TA,0,0,0,0,0,2390,4009,0,2,0,0,0,0,0,1,1,0,0,1,1,0,1
133,134,220000,12.30138283,20,70.04995837,6853,8,2001,136,Gd,1005,262,1267,1296,0,1296,1,0,2,0,1,Gd,6,Attchd,Fin,471,TA,192,25,0,0,0,2563,4011,25,3,0,0,1,1,0,1,1,1,1,1,2,0,1
134,135,180000,12.10071213,20,78,10335,5,1968,0,TA,570,891,1461,1721,0,1721,0,0,2,1,1,TA,7,Attchd,RFn,440,TA,0,96,180,0,0,3182,3999,276,2.5,0,0,1,0,0,1,1,0,1,1,1,0,1
135,136,174000,12.06681058,20,80,10400,7,1970,288,TA,0,1304,1304,1682,0,1682,0,0,2,0,1,TA,7,Attchd,Unf,530,TA,98,0,0,0,0,2986,3978,0,2,0,0,0,1,0,1,1,0,0,1,2,0,1
136,137,143000,11.87059991,20,70.04995837,10355,5,1967,196,TA,695,519,1214,1214,0,1214,0,0,2,0,1,TA,5,Attchd,RFn,318,TA,0,111,0,0,0,2428,3974,111,2,0,0,1,0,0,1,1,0,1,1,1,0,1
137,138,171000,12.04941884,90,82,11070,7,1988,70,TA,0,1907,1907,1959,0,1959,0,0,3,0,2,TA,9,2Types,Unf,766,TA,0,0,0,0,0,3866,3995,0,3,3,0,0,0,0,1,1,0,0,1,1,0,1
138,139,230000,12.34583459,60,73,9066,8,1999,320,Gd,668,336,1004,1004,848,1852,0,0,2,1,1,Gd,7,Attchd,Fin,660,TA,224,106,0,0,0,2856,4008,106,2.5,3,1,1,1,0,1,1,0,1,1,2,0,1
139,140,231500,12.35233515,60,65,15426,6,1997,0,TA,821,107,928,928,836,1764,1,0,2,1,1,Gd,7,Attchd,RFn,470,TA,276,99,0,0,0,2692,4006,99,3.5,0,1,1,1,0,1,1,0,1,1,2,0,1
140,141,115000,11.65268741,20,70,10500,4,1971,0,TA,432,432,864,864,0,864,0,0,1,0,1,TA,5,None,None,0,None,0,0,0,0,0,1728,3981,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1
141,142,260000,12.46843691,20,78,11645,7,2005,0,Gd,1300,434,1734,1734,0,1734,1,0,2,0,1,Gd,7,Attchd,Fin,660,TA,160,24,0,0,0,3468,4011,24,3,0,0,1,1,0,1,1,0,0,1,2,0,1
142,143,166000,12.01974307,50,71,8520,5,1952,0,TA,507,403,910,910,475,1385,0,0,2,0,1,TA,6,Detchd,Unf,720,TA,0,0,0,0,0,2295,3962,0,2,0,1,0,0,0,1,1,0,0,1,1,0,1
143,144,204000,12.22587527,20,78,10335,7,1999,183,Gd,679,811,1490,1501,0,1501,1,0,2,0,1,Gd,6,Attchd,RFn,577,TA,144,29,0,0,0,2991,4008,29,3,0,0,1,1,0,1,1,0,1,1,2,0,1
144,145,125000,11.73606902,90,70,9100,5,1963,336,TA,1332,396,1728,1728,0,1728,1,0,2,0,2,TA,10,Detchd,Unf,504,TA,0,0,0,0,0,3456,3969,0,3,0,0,0,0,0,1,1,0,0,1,1,0,1
145,146,130000,11.77528973,160,24,2522,6,2004,50,Gd,0,970,970,970,739,1709,0,0,2,0,1,Gd,7,Detchd,Unf,380,TA,0,40,0,0,0,2679,4012,40,2,0,1,1,0,0,1,1,0,0,1,2,1,1
146,147,105000,11.56171563,30,51,6120,5,1931,0,TA,209,506,715,875,0,875,1,0,1,0,1,TA,5,Detchd,Unf,180,Fa,48,0,0,0,0,1590,4002,0,2,0,0,0,1,0,1,1,0,0,1,0,0,1
147,148,222500,12.31268238,60,70.04995837,9505,7,2001,180,Gd,0,884,884,884,1151,2035,0,0,2,1,1,Gd,8,BuiltIn,Fin,434,TA,144,48,0,0,0,2919,4011,48,2.5,0,1,1,1,0,1,1,0,1,1,2,0,1
148,149,141000,11.85651517,20,63,7500,7,2004,120,TA,680,400,1080,1080,0,1080,1,0,1,0,1,Gd,6,None,None,0,None,0,0,0,0,0,2160,4013,0,2,0,0,0,0,0,1,1,0,0,1,2,0,1
149,150,115000,11.65268741,50,70.04995837,6240,5,1936,0,TA,0,896,896,896,448,1344,0,0,1,0,1,TA,7,Detchd,Unf,240,Fa,200,114,0,0,0,2240,3956,114,1,0,1,1,1,0,1,1,0,0,1,0,0,1
150,151,122000,11.71177632,20,120,10356,5,1975,0,TA,716,253,969,969,0,969,0,0,1,1,1,TA,5,Attchd,Unf,440,TA,0,0,0,0,0,1938,3982,0,1.5,0,0,0,0,0,1,1,0,0,1,1,0,1
151,152,372402,12.82772919,20,107,13891,8,2007,436,Gd,1400,310,1710,1710,0,1710,1,0,2,0,1,Gd,6,Attchd,RFn,866,TA,0,102,0,0,0,3420,4016,102,3,3,0,1,0,0,1,1,1,0,1,2,1,2
152,153,190000,12.15477935,60,70.04995837,14803,6,1971,252,TA,416,409,825,1097,896,1993,0,0,2,1,1,TA,8,Attchd,RFn,495,TA,0,66,0,0,0,2818,3977,66,2.5,0,1,1,0,0,1,1,0,1,1,1,0,1
153,154,235000,12.36734079,20,70.04995837,13500,6,1960,0,TA,429,93,1602,1252,0,1252,1,0,1,0,1,TA,4,Attchd,RFn,564,TA,409,0,0,0,0,2854,3983,0,2,0,0,0,1,0,1,1,0,0,1,1,0,1
154,155,125000,11.73606902,30,84,11340,6,1923,0,TA,0,1200,1200,1200,0,1200,0,0,1,0,1,TA,7,Detchd,Unf,312,Fa,0,0,228,0,0,2400,3956,228,1,0,0,1,0,0,1,1,0,0,1,0,0,1
155,156,79000,11.27720313,50,60,9600,6,1924,0,TA,0,572,572,572,524,1096,0,0,1,0,1,TA,5,None,None,0,None,0,8,128,0,0,1668,3958,136,1,0,1,1,0,0,1,0,0,0,1,0,0,1
156,157,109500,11.60367983,20,60,7200,5,1950,0,TA,0,0,0,1040,0,1040,0,0,1,0,1,TA,5,Detchd,Unf,625,TA,0,0,0,0,0,1040,3956,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1
157,158,269500,12.50432367,60,92,12003,8,2009,84,Gd,0,774,774,774,1194,1968,0,0,2,1,1,Ex,8,BuiltIn,Fin,680,TA,0,75,0,0,0,2742,4020,75,2.5,3,1,1,0,0,1,1,1,0,1,2,0,1
158,159,254900,12.44862659,60,100,12552,7,2004,0,Gd,222,769,991,991,956,1947,0,0,2,1,1,Gd,8,Attchd,RFn,678,TA,0,136,0,0,0,2938,4015,136,2.5,0,1,1,0,0,1,1,0,0,1,2,0,1
159,160,320000,12.67607627,60,134,19378,7,2005,456,Gd,57,1335,1392,1392,1070,2462,1,0,2,1,1,Gd,9,Attchd,RFn,576,TA,239,132,0,168,0,3854,4012,300,3.5,0,1,1,1,0,1,1,0,1,1,2,0,1
160,161,162500,11.99843328,20,70.04995837,11120,6,1984,0,TA,660,572,1232,1232,0,1232,0,0,2,0,1,TA,6,Attchd,Unf,516,TA,0,0,0,0,0,2464,3992,0,2,0,0,0,0,0,1,1,0,1,1,2,0,1
161,162,412500,12.92999148,60,110,13688,9,2003,664,Gd,1016,556,1572,1572,1096,2668,1,0,2,1,1,Ex,10,BuiltIn,Fin,726,TA,400,0,0,0,0,4240,4012,0,3.5,3,1,0,1,0,1,1,1,1,1,2,0,2
162,163,220000,12.30138283,20,95,12182,7,2005,226,Gd,1201,340,1541,1541,0,1541,0,0,2,0,1,Gd,7,Attchd,RFn,532,TA,0,70,0,0,0,3082,4015,70,2,0,0,1,0,0,1,1,0,0,1,2,0,2
163,164,103200,11.54442413,45,55,5500,4,1956,0,TA,0,882,882,882,0,882,0,0,1,0,1,TA,4,None,None,0,None,0,0,0,0,0,1764,3963,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1
164,165,152000,11.9316358,40,40,5400,6,1926,0,TA,370,779,1149,1149,467,1616,0,0,2,0,1,Gd,5,Detchd,Unf,216,TA,0,0,183,0,0,2765,4011,183,2,0,1,1,0,0,1,1,0,0,1,0,0,1
165,166,127500,11.75587164,190,62,10106,5,1940,0,TA,351,112,644,808,547,1355,1,0,2,0,2,TA,6,None,None,0,None,140,0,0,0,0,1999,4007,0,3,0,1,0,1,0,1,1,0,0,1,0,0,1
166,167,190000,12.15477935,20,70.04995837,10708,5,1955,0,Gd,379,470,1617,1867,0,1867,1,0,1,0,1,TA,7,Attchd,Fin,303,TA,476,0,0,0,142,3484,4002,142,2,0,0,1,1,0,1,1,0,1,1,1,0,1
167,168,325624,12.69349862,60,86,10562,8,2007,300,Gd,1288,294,1582,1610,551,2161,1,0,1,1,1,Ex,8,Attchd,Fin,789,TA,178,120,0,0,0,3743,4014,120,2.5,3,1,1,1,0,1,1,1,0,1,2,1,2
168,169,183500,12.11996995,60,62,8244,7,2004,0,Gd,0,840,840,840,880,1720,0,0,2,1,1,Gd,7,Attchd,Fin,440,TA,100,48,0,0,0,2560,4011,48,2.5,0,1,1,1,0,1,1,0,1,1,2,0,1
169,170,228000,12.33710091,20,70.04995837,16669,8,1981,653,Gd,0,1686,1686,1707,0,1707,0,0,2,1,1,TA,6,Attchd,RFn,511,TA,574,64,0,0,0,3393,3987,64,2.5,0,0,1,1,0,1,1,0,1,1,1,0,1
170,171,128500,11.76368418,50,70.04995837,12358,5,1941,0,TA,360,360,720,854,0,1382,0,0,1,1,1,TA,7,Detchd,Unf,660,TA,237,0,0,0,0,2102,3957,0,1.5,0,0,0,1,0,1,1,0,1,1,1,0,1
171,172,215000,12.27839331,20,141,31770,6,1960,112,TA,639,441,1080,1656,0,1656,1,0,1,0,1,TA,7,Attchd,Fin,528,TA,210,62,0,0,0,2736,3970,62,2,0,0,1,1,0,1,1,0,1,1,1,1,1
172,173,239000,12.38421883,160,44,5306,7,1987,0,Gd,495,354,1064,1064,703,1767,1,0,2,0,1,Gd,5,Attchd,RFn,504,Gd,441,35,0,0,0,2831,3993,35,3,0,1,1,1,0,1,1,0,1,1,2,0,2
173,174,163000,12.00150548,20,80,10197,6,1961,491,TA,288,700,1362,1362,0,1362,1,0,1,1,1,TA,6,Attchd,Unf,504,TA,0,20,0,0,0,2724,3969,20,2.5,0,0,1,0,0,1,1,0,1,1,1,0,1
174,175,184000,12.12269104,20,47,12416,6,1986,132,TA,1398,0,1606,1651,0,1651,1,0,2,0,1,TA,7,Attchd,Fin,616,TA,192,0,0,0,0,3257,3994,0,3,0,0,0,1,0,1,1,0,1,1,1,1,1
175,176,243000,12.40081672,20,84,12615,6,1950,0,TA,477,725,1202,2158,0,2158,1,0,2,0,1,Gd,7,Attchd,Unf,576,TA,0,29,39,0,0,3360,4008,68,3,0,0,1,0,0,1,1,0,0,1,1,0,1
176,177,211000,12.25961341,60,97,10029,6,1988,268,Gd,831,320,1151,1164,896,2060,0,1,2,1,1,TA,8,Attchd,Unf,521,TA,0,228,0,0,192,3211,3996,420,3,0,1,1,0,0,1,1,0,1,1,2,0,1
177,178,172500,12.05815252,50,70.04995837,13650,5,1958,0,Gd,57,554,1052,1252,668,1920,1,0,2,0,1,Gd,8,Attchd,Unf,451,TA,0,0,0,0,0,2972,3964,0,3,0,1,0,0,0,1,1,0,0,1,1,0,1
178,179,501837,13.12603064,20,63,17423,9,2008,748,Ex,1904,312,2216,2234,0,2234,1,0,2,0,1,Ex,9,Attchd,Fin,1166,TA,0,60,0,0,0,4450,4018,60,3,3,0,1,0,0,1,1,1,1,1,2,1,2
179,180,100000,11.51292546,30,60,8520,5,1923,0,Gd,0,968,968,968,0,968,0,0,1,0,1,TA,5,Detchd,Unf,480,Fa,0,0,184,0,0,1936,4013,184,1,0,0,1,0,0,1,1,0,0,1,1,0,1
180,181,177000,12.08390501,160,70.04995837,2117,6,2000,456,Gd,436,320,756,769,756,1525,0,0,2,1,1,Gd,5,Detchd,Unf,440,TA,0,0,0,0,0,2281,4007,0,2.5,0,1,0,0,0,1,1,0,0,1,2,0,1
181,182,200100,12.20657252,70,54,7588,7,1920,0,TA,352,441,793,901,901,1802,0,0,1,1,1,TA,9,Detchd,Unf,216,Fa,0,0,40,0,0,2595,3956,40,1.5,0,1,1,0,0,1,1,0,0,1,0,0,1
182,183,120000,11.69524702,20,60,9060,5,1957,98,TA,0,0,0,1340,0,1340,0,0,1,0,1,TA,7,Attchd,RFn,252,TA,116,0,0,180,0,1340,4013,180,1,0,0,1,1,0,1,1,0,0,1,2,0,1
183,184,200000,12.20607265,50,63,11426,7,2003,0,TA,0,1362,1362,1362,720,2082,0,0,2,1,1,Gd,6,Detchd,Unf,484,TA,280,238,0,0,0,3444,4011,238,2.5,0,1,1,1,0,1,1,0,0,1,2,0,1
184,185,127000,11.75194237,50,92,7438,5,1908,0,TA,0,504,504,936,316,1252,0,0,1,0,1,TA,5,Attchd,Unf,576,TA,104,0,0,0,0,1756,3997,0,1,0,1,0,1,0,1,1,0,1,1,2,0,1
185,186,475000,13.07107008,75,90,22950,10,1892,0,Gd,0,1107,1107,1518,1518,3608,0,0,2,1,1,Ex,12,Detchd,Unf,840,Ex,0,260,0,0,410,4715,3999,670,2.5,3,1,1,0,0,1,1,0,1,1,0,0,1
186,187,173000,12.06104687,80,70.04995837,9947,7,1990,0,TA,611,577,1188,1217,0,1217,1,0,2,0,1,Gd,6,Attchd,Unf,497,TA,168,27,0,0,0,2405,4000,27,3,0,0,1,1,0,1,1,0,1,1,2,0,1
187,188,135000,11.81303006,50,60,10410,5,1916,0,TA,0,660,660,808,704,1656,0,0,2,1,1,TA,8,Detchd,Unf,180,Fa,0,0,0,140,0,2316,3996,140,2.5,0,1,1,0,0,1,1,0,0,1,1,0,1
188,189,153337,11.94039339,90,64,7018,5,1979,275,TA,1086,0,1086,1224,0,1224,2,0,0,2,2,TA,6,Detchd,Unf,528,TA,120,0,0,0,0,2310,3988,0,3,0,0,0,1,0,1,1,0,0,1,1,1,1
189,190,286000,12.56374709,120,41,4923,8,2001,0,Gd,1153,440,1593,1593,0,1593,1,0,1,1,1,Ex,5,Attchd,Fin,682,TA,0,120,0,0,224,3186,4010,344,2.5,0,0,1,0,0,1,1,1,0,1,2,0,2
190,191,315000,12.66032792,70,70,10570,8,1932,0,Gd,297,556,853,1549,1178,2727,0,0,2,1,1,Gd,10,Detchd,Unf,440,TA,0,74,0,0,0,3580,4001,74,2.5,0,1,1,0,0,1,1,0,0,1,1,0,1
191,192,184000,12.12269104,60,70.04995837,7472,7,1972,138,TA,626,99,725,725,754,1479,1,0,1,1,1,Gd,7,Attchd,Fin,484,TA,0,32,0,0,0,2204,4011,32,2.5,0,1,1,0,0,1,1,0,1,1,1,0,1
192,193,192000,12.16525065,20,68,9017,7,1999,0,Gd,560,871,1431,1431,0,1431,1,0,2,0,1,Gd,6,Attchd,Fin,666,TA,0,35,0,0,0,2862,4008,35,3,0,0,1,0,0,1,1,0,1,1,2,0,1
193,194,130000,11.77528973,160,24,2522,7,2004,50,Gd,0,970,970,970,739,1709,0,0,2,0,1,Gd,7,Detchd,Unf,380,TA,0,40,0,0,0,2679,4010,40,2,0,1,1,0,0,1,1,0,0,1,2,1,1
194,195,127000,11.75194237,20,60,7180,5,1972,0,TA,390,474,864,864,0,864,0,0,1,0,1,TA,5,Detchd,Unf,352,TA,0,0,0,0,0,1728,3980,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1
195,196,148500,11.90834024,160,24,2280,6,1976,0,TA,566,289,855,855,601,1456,0,0,2,1,1,TA,7,Attchd,Unf,440,TA,87,0,0,0,0,2311,3985,0,2.5,0,1,0,1,0,1,1,0,0,1,1,0,1
196,197,311872,12.65034813,20,79,9416,7,2007,205,Ex,1126,600,1726,1726,0,1726,1,0,2,0,1,Ex,8,Attchd,Fin,786,TA,171,138,0,0,266,3452,4014,404,3,3,0,1,1,0,1,1,1,0,1,2,1,1
197,198,235000,12.36734079,75,174,25419,8,1918,0,Gd,1036,140,1360,1360,1360,3112,1,1,2,0,1,Gd,8,Detchd,Unf,795,TA,0,16,552,0,0,4472,3996,568,3.5,0,1,1,0,1,2,1,0,0,1,2,0,1
198,199,104000,11.55214618,75,92,5520,6,1912,0,TA,0,755,755,929,929,2229,0,0,1,0,1,TA,8,None,None,0,None,0,198,30,0,0,2984,3959,228,1,0,1,1,0,0,1,1,0,0,1,1,0,1
199,200,274900,12.52416267,20,76,9591,8,2004,262,Gd,1088,625,1713,1713,0,1713,1,0,2,0,1,Ex,7,Attchd,Fin,856,TA,0,26,0,0,170,3426,4014,196,3,3,0,1,0,0,1,1,1,0,1,2,0,2
200,201,140000,11.8493977,20,80,8546,4,2003,0,TA,0,1121,1121,1121,0,1121,0,0,2,0,1,TA,5,Attchd,RFn,440,TA,132,64,0,0,0,2242,4014,64,2,0,0,1,1,0,1,1,0,0,1,2,0,1
201,202,171500,12.05233855,20,75,10125,6,1977,0,TA,641,276,1196,1279,0,1279,0,1,2,0,1,TA,6,Detchd,Unf,473,TA,238,83,0,0,0,2475,3985,83,2.5,0,0,1,1,0,1,1,0,0,1,1,0,1
202,203,112000,11.62625415,50,50,7000,6,1924,0,TA,617,0,617,865,445,1310,0,0,2,0,1,TA,6,Attchd,Unf,398,TA,0,0,126,0,0,1927,3956,126,2,0,1,1,0,0,1,1,0,0,1,0,0,1
203,204,149000,11.91170158,120,70.04995837,4438,6,2004,205,Gd,662,186,848,848,0,848,1,0,1,0,1,Gd,3,Attchd,RFn,420,TA,149,0,0,0,0,1696,4012,0,2,0,0,0,1,0,1,1,0,0,1,2,0,1
204,205,110000,11.60823564,50,50,3500,5,1947,0,TA,312,408,720,720,564,1284,0,0,1,1,1,TA,5,Detchd,Unf,240,TA,0,35,0,0,0,2004,3959,35,1.5,0,1,1,0,0,1,1,0,0,1,1,0,1
205,206,180500,12.10348606,20,99,11851,7,1990,0,TA,0,1424,1424,1442,0,1442,0,0,2,0,1,TA,5,Attchd,RFn,500,TA,0,34,0,508,0,2866,3999,542,2,0,0,1,0,0,1,1,0,0,1,2,0,1
206,207,143900,11.87687389,20,40,13673,5,1962,0,TA,0,1140,1140,1696,0,1696,0,0,1,1,1,TA,8,Attchd,RFn,349,TA,0,30,0,0,0,2836,3969,30,1.5,0,0,1,0,0,1,1,0,1,1,1,0,1
207,208,141000,11.85651517,20,70.04995837,12493,4,1960,0,TA,419,375,1100,1100,0,1100,1,0,1,0,1,TA,6,Attchd,RFn,312,TA,355,0,0,0,0,2200,3968,0,2,0,0,0,1,0,1,1,0,1,1,2,0,1
208,209,277000,12.53177279,60,70.04995837,14364,7,1988,128,Gd,1065,92,1157,1180,882,2062,1,0,2,1,1,TA,7,Attchd,Fin,454,TA,60,55,0,0,154,3219,3996,209,3.5,0,1,1,1,0,1,1,0,1,1,1,0,1
209,210,145000,11.88448902,20,75,8250,6,1964,260,TA,787,305,1092,1092,0,1092,1,0,1,0,1,TA,6,Attchd,RFn,504,TA,0,0,0,0,0,2184,3972,0,2,0,0,0,0,0,1,1,0,0,1,1,1,1
210,211,98000,11.49272276,30,67,5604,5,1925,0,TA,468,396,864,864,0,864,1,0,1,0,1,TA,5,None,None,0,None,0,0,96,0,0,1728,3958,96,2,0,0,1,0,0,1,1,0,0,1,1,0,1
211,212,186000,12.13350195,20,83,10420,6,2009,0,TA,36,1176,1212,1212,0,1212,0,0,2,0,1,Gd,6,Attchd,RFn,460,TA,100,22,0,0,0,2424,4019,22,2,0,0,1,1,0,1,1,0,0,1,2,0,1
212,213,252678,12.43987123,60,72,8640,7,2009,0,TA,822,78,900,932,920,1852,1,0,2,1,1,Gd,7,Attchd,RFn,644,TA,168,108,0,0,0,2752,4018,108,3.5,0,1,1,1,0,1,1,0,0,1,2,0,1
213,214,156000,11.95761129,20,43,13568,5,1995,0,TA,716,274,990,990,0,990,0,1,1,0,1,TA,5,Attchd,Unf,576,TA,224,0,0,0,0,1980,4001,0,1.5,0,0,0,1,0,1,1,0,1,1,2,0,1
214,215,161750,11.99380721,60,70.04995837,10900,6,1977,153,TA,378,311,689,689,703,1392,0,0,1,1,1,TA,6,Attchd,Fin,299,TA,0,36,0,0,0,2081,3987,36,1.5,0,1,1,0,0,1,1,0,1,1,1,0,1
215,216,134450,11.80894766,20,72,10011,5,1957,64,TA,360,710,1070,1236,0,1236,0,1,1,0,1,Gd,6,Attchd,Unf,447,TA,0,0,0,0,0,2306,4002,0,1.5,0,0,0,0,0,1,1,0,1,1,1,0,1
216,217,210000,12.25486281,20,65,8450,7,2004,266,Gd,946,490,1436,1436,0,1436,1,0,2,0,1,Gd,8,Attchd,Unf,484,TA,139,98,0,0,0,2872,4012,98,3,0,0,1,1,0,1,1,0,0,1,2,0,1
217,218,107000,11.58058411,70,57,9906,4,1925,0,TA,0,686,686,810,518,1328,0,0,1,0,1,TA,8,Detchd,Unf,210,TA,0,172,60,0,0,2014,3956,232,1,0,1,1,0,0,1,1,0,0,1,1,0,1
218,219,311500,12.64915462,50,70.04995837,15660,7,1939,312,Gd,341,457,798,1137,817,1954,0,1,1,1,1,Gd,8,Attchd,Unf,431,TA,0,119,150,0,0,2752,4014,269,2,0,1,1,0,0,1,1,0,1,1,1,0,1
219,220,167240,12.02718519,120,43,3010,7,2005,16,Gd,16,1232,1248,1248,0,1248,0,0,2,0,1,Gd,5,Attchd,Fin,438,TA,108,0,0,0,0,2496,4012,0,2,0,0,0,1,0,1,1,0,0,1,2,0,1
220,221,204900,12.23027733,20,73,8990,7,2006,0,Gd,0,1498,1498,1498,0,1498,0,0,2,0,1,Gd,5,Attchd,RFn,675,TA,351,33,0,0,0,2996,4012,33,2,0,0,1,1,0,1,1,0,1,1,2,0,1
