,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,KitchenQual,Functional,FireplaceQu,GarageFinish,GarageCond,PoolQC,Fence,MiscFeature,SalePrice_log,SalePrice
902,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.100712129872347,180000
903,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.388394202324129,240000
904,TA,TA,No,GLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,MnPrv,None,11.740061037553975,125500
905,TA,TA,No,Rec,LwQ,TA,Y,TA,Typ,None,RFn,TA,None,MnPrv,None,11.759785542901755,128000
906,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.449018824140563,255000
907,Gd,TA,No,Rec,Unf,Gd,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.429216196844383,250000
908,Gd,TA,Av,BLQ,ALQ,TA,Y,TA,Typ,None,Unf,TA,None,MnPrv,None,11.782952602183288,131000
909,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.066810578196666,174000
910,TA,TA,No,Rec,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.946654038351252,154300
911,Gd,Gd,Av,ALQ,Unf,TA,Y,Gd,Typ,None,Unf,TA,None,None,None,11.874090314181814,143500
912,TA,TA,No,Rec,Unf,TA,N,TA,Min1,None,Unf,TA,None,MnPrv,Shed,11.385092093460344,88000
913,TA,TA,No,BLQ,Unf,TA,N,TA,Typ,None,Unf,TA,None,None,None,11.884489021402711,145000
914,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.065274916913605,173733
915,TA,TA,No,Unf,Unf,Fa,Y,TA,Typ,None,Unf,TA,None,None,None,11.225243392518447,75000
916,TA,TA,Av,BLQ,Unf,TA,N,TA,Typ,None,Unf,TA,None,None,None,10.47194980911048,35311
917,TA,TA,No,ALQ,Unf,Ex,Y,TA,Typ,None,RFn,TA,None,None,None,11.813030057420567,135000
918,Ex,TA,Mn,BLQ,GLQ,Ex,Y,Gd,Typ,TA,RFn,TA,None,GdPrv,None,12.380025952653611,238000
919,Gd,TA,No,ALQ,BLQ,Ex,Y,TA,Min1,TA,Unf,TA,None,None,None,12.081076155355488,176500
920,Gd,Gd,No,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.211060187041213,201000
921,TA,TA,No,ALQ,Unf,Gd,Y,TA,Typ,None,None,None,None,GdPrv,None,11.890676734510876,145900
922,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.043494890772815,169990
923,Gd,TA,No,LwQ,GLQ,Ex,Y,Gd,Typ,Fa,RFn,TA,None,None,None,12.170445467887022,193000
924,Gd,TA,No,BLQ,LwQ,TA,Y,TA,Typ,TA,Unf,TA,None,None,None,12.24288661865289,207500
925,Gd,TA,Av,ALQ,LwQ,TA,Y,Ex,Typ,None,RFn,TA,None,None,None,12.072541252905651,175000
926,Gd,TA,No,Unf,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.560244459250788,285000
927,TA,TA,No,BLQ,Unf,Gd,Y,TA,Typ,Gd,RFn,TA,None,GdPrv,None,12.078239274020289,176000
928,Gd,TA,Av,Unf,Unf,Ex,Y,Ex,Typ,TA,RFn,TA,None,None,None,12.373703486914124,236500
929,Gd,TA,No,Unf,Unf,Gd,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.310432660854417,222000
930,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,None,None,12.211060187041213,201000
931,TA,TA,No,BLQ,Rec,Ex,Y,TA,Typ,None,Unf,TA,None,GdWo,None,11.67419361256635,117500
932,Ex,Gd,No,Unf,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.676076274775909,320000
933,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.154779351142624,190000
934,Gd,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.396693005138824,242000
935,Fa,TA,Mn,Unf,Unf,Gd,Y,TA,Typ,None,Unf,TA,None,None,None,11.288531131754366,79900
936,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.127570417375216,184900
937,Gd,TA,Mn,GLQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.441144767709657,253000
938,Gd,Gd,Mn,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.38755635142507,239799
939,TA,TA,Mn,Unf,Unf,Ex,Y,TA,Typ,TA,Unf,TA,None,None,None,12.406561506279576,244400
940,TA,TA,Gd,Rec,LwQ,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.924372644755941,150900
941,Gd,TA,No,ALQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,GdPrv,None,12.273731294003989,214000
942,Gd,TA,Gd,GLQ,Unf,TA,Y,TA,Typ,None,None,None,None,None,None,11.918390573078392,150000
943,TA,TA,Av,Unf,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.870599909242044,143000
944,TA,TA,No,GLQ,Rec,Gd,Y,Gd,Typ,Gd,RFn,TA,None,None,None,11.831379196088763,137500
945,TA,TA,No,LwQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,MnWw,None,11.73526869611367,124900
946,TA,TA,Av,ALQ,BLQ,TA,Y,TA,Typ,TA,RFn,TA,None,None,None,11.870599909242044,143000
947,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.506177237980511,270000
948,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.167851432709975,192500
949,TA,TA,No,ALQ,Unf,TA,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.193493863323313,197500
950,TA,TA,No,ALQ,BLQ,Gd,Y,Gd,Typ,None,RFn,TA,None,None,None,11.76756768334381,129000
951,TA,TA,No,BLQ,Unf,Gd,Y,TA,Typ,None,Unf,TA,None,MnPrv,None,11.694413341015606,119900
952,Gd,TA,Av,GLQ,Unf,Gd,Y,TA,Typ,None,Fin,TA,None,MnPrv,None,11.804848531679264,133900
953,TA,TA,Av,ALQ,LwQ,Ex,Y,TA,Min2,Po,RFn,TA,None,MnPrv,Shed,12.05524975579559,172000
954,Gd,Gd,Gd,GLQ,Unf,TA,Y,TA,Typ,None,None,None,None,None,None,11.755871643580617,127500
955,Gd,TA,No,Rec,Unf,TA,N,TA,Typ,None,Unf,TA,None,None,None,11.884489021402711,145000
956,Gd,TA,No,ALQ,Unf,TA,Y,TA,Typ,TA,Fin,TA,None,GdPrv,None,11.728036844587175,124000
957,TA,TA,No,Rec,Unf,TA,Y,TA,Typ,None,Fin,TA,None,None,None,11.790557201568507,132000
958,Gd,TA,Mn,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.128111104060462,185000
959,Gd,TA,No,ALQ,Unf,Ex,Y,Gd,Typ,None,Unf,TA,None,None,None,11.951180395901384,155000
960,TA,TA,Gd,BLQ,Unf,Gd,Y,TA,Typ,None,None,None,None,None,None,11.665646551987892,116500
961,Gd,Gd,No,ALQ,Unf,TA,Y,TA,Typ,TA,Fin,TA,None,None,None,12.513557345278134,272000
962,Gd,TA,No,ALQ,Unf,TA,Y,Gd,Typ,TA,Unf,TA,None,None,None,11.951180395901384,155000
963,Ex,TA,No,Unf,Unf,Ex,Y,Ex,Typ,None,Fin,TA,None,None,None,12.384218830913648,239000
964,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.277928082630602,214900
965,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.09458226949681,178900
966,TA,Fa,No,Rec,Unf,Ex,Y,TA,Min2,TA,Unf,TA,None,None,None,11.982929094215963,160000
967,TA,TA,No,ALQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.813030057420567,135000
968,TA,TA,No,Unf,Unf,Fa,N,TA,Typ,None,None,None,None,GdWo,None,10.542706391070517,37900
969,TA,TA,Gd,ALQ,Unf,TA,Y,TA,Typ,None,RFn,TA,None,None,None,11.84939770159144,140000
970,TA,TA,No,Unf,Unf,TA,N,TA,Typ,None,None,None,None,None,None,11.813030057420567,135000
971,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.061046873479915,173000
972,Gd,TA,No,Unf,Unf,TA,Y,TA,Typ,TA,Unf,TA,None,None,None,11.507912923146684,99500
973,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,None,None,12.111761966058932,182000
974,Gd,TA,No,Unf,Unf,TA,N,Gd,Typ,None,Unf,TA,None,GdPrv,None,12.028738630247258,167500
975,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,Unf,TA,None,None,None,12.013700752882718,165000
976,Gd,TA,No,Unf,Unf,TA,Y,Fa,Typ,None,None,None,None,None,None,11.356271654924852,85500
977,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,None,None,12.205572520488492,199900
978,TA,TA,No,LwQ,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,None,None,11.608235644774552,110000
979,TA,TA,No,Rec,Unf,TA,Y,TA,Typ,None,Unf,TA,None,MnPrv,None,11.842229212112828,139000
980,TA,TA,Av,ALQ,Unf,Gd,Y,Ex,Typ,None,RFn,TA,None,None,None,12.091783499128047,178400
981,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.724866438945341,336000
982,Gd,TA,Av,Unf,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,11.982272628789678,159895
983,Gd,TA,Mn,Unf,Unf,Ex,Y,Gd,Typ,Gd,Unf,TA,None,None,None,12.45254202214788,255900
984,None,None,None,None,None,TA,Y,Gd,Typ,None,Unf,TA,None,None,None,11.744037185933616,126000
985,TA,TA,No,ALQ,Unf,TA,N,TA,Typ,None,Unf,TA,None,None,None,11.736069016284437,125000
986,TA,Fa,No,Unf,Unf,Gd,Y,Gd,Typ,None,Unf,TA,None,None,None,11.669929213779893,117000
987,Ex,TA,Av,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.88712700173598,395192
988,TA,TA,No,LwQ,Unf,TA,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.180754837545884,195000
989,Gd,Gd,No,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.190959007720126,197000
990,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.759957758756611,348000
991,TA,TA,No,BLQ,Unf,Gd,Y,Gd,Typ,Gd,Unf,TA,None,None,None,12.031719258385396,168000
992,TA,TA,Gd,BLQ,Rec,Gd,Y,Gd,Typ,Fa,RFn,TA,None,MnWw,None,12.138863895836725,187000
993,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.066235700342375,173900
994,Ex,TA,Gd,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.729320789294722,337500
995,TA,TA,No,ALQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,MnPrv,None,11.708492248514204,121600
996,TA,TA,No,Rec,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.824079893607152,136500
997,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,TA,RFn,TA,None,None,None,12.128111104060462,185000
998,TA,Fa,No,Unf,Unf,Fa,N,TA,Typ,Gd,Unf,Fa,None,None,None,11.418614785498987,91000
999,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.235631447771718,206000
1000,None,None,None,None,None,Fa,N,Fa,Min1,None,Unf,Fa,None,None,None,11.314474526246391,82000
1001,Fa,TA,No,Unf,Unf,Ex,Y,Ex,Typ,None,Unf,TA,None,None,None,11.362102575235644,86000
1002,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.354492650648448,232000
1003,TA,TA,No,Unf,Unf,Fa,Y,TA,Typ,None,Unf,TA,None,None,None,11.827042533619087,136905
1004,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.106252310247962,181000
1005,Gd,Gd,Av,GLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.917723684090689,149900
1006,Gd,TA,No,LwQ,Unf,Gd,Y,TA,Typ,TA,Unf,TA,None,None,None,12.004568269319446,163500
1007,TA,TA,No,BLQ,LwQ,TA,Y,TA,Typ,None,RFn,TA,None,None,None,11.385092093460344,88000
1008,Ex,TA,Mn,Unf,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.388394202324129,240000
1009,TA,TA,No,Unf,Unf,Ex,Y,TA,Typ,None,None,None,None,None,None,11.532728092266408,102000
1010,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,Gd,Unf,TA,None,None,None,11.813030057420567,135000
1011,None,None,None,None,None,TA,N,TA,Typ,None,None,None,None,None,None,11.512925464970229,100000
1012,TA,Fa,No,Unf,Unf,TA,Y,Gd,Typ,TA,Unf,TA,None,None,None,12.013700752882718,165000
1013,TA,TA,No,ALQ,Rec,TA,N,TA,Maj2,None,Unf,TA,None,None,None,11.350406535472453,85000
1014,TA,Fa,No,BLQ,Unf,TA,Y,TA,Typ,Gd,Unf,TA,None,None,None,11.688558033613386,119200
1015,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,None,None,12.332705296463539,227000
1016,Gd,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.220961258023925,203000
1017,Gd,TA,Av,GLQ,Unf,Gd,Y,Gd,Typ,Ex,RFn,TA,None,None,None,12.141534124392603,187500
1018,Gd,TA,No,Unf,Unf,Gd,Y,Gd,Typ,TA,RFn,TA,None,None,None,11.982929094215963,160000
1019,Gd,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.27134527214637,213490
1020,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,None,None,12.078239274020289,176000
1021,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.175613438045465,194000
1022,TA,TA,No,LwQ,Unf,Gd,Y,TA,Typ,None,Unf,Fa,None,None,None,11.37366339763672,87000
1023,Gd,Gd,No,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.160028707028767,191000
1024,Gd,TA,Av,ALQ,LwQ,TA,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.567237494741757,287000
1025,TA,TA,No,LwQ,Rec,TA,Y,TA,Typ,None,Unf,TA,None,MnPrv,None,11.630708500626612,112500
1026,TA,TA,No,Rec,Unf,TA,Y,TA,Typ,Gd,Unf,TA,None,None,None,12.028738630247258,167500
1027,Gd,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.588190652108505,293077
1028,TA,TA,No,Rec,BLQ,TA,Y,TA,Typ,Gd,Unf,TA,None,None,None,11.56171562913966,105000
1029,TA,TA,No,BLQ,Unf,Gd,Y,TA,Typ,None,Unf,TA,None,None,None,11.678439903447801,118000
1030,TA,TA,Mn,Unf,Unf,Gd,Y,TA,Typ,None,None,None,None,None,None,11.982929094215963,160000
1031,TA,TA,No,GLQ,Unf,Ex,Y,TA,Typ,TA,Fin,TA,None,None,None,12.190959007720126,197000
1032,Gd,Gd,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.644327576461329,310000
1033,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,None,Unf,TA,None,None,None,12.345834587905333,230000
1034,Fa,Fa,No,Unf,Unf,Ex,Y,Fa,Typ,Gd,Unf,TA,None,MnPrv,None,11.693161515273161,119750
1035,None,None,None,None,None,Ex,N,TA,Typ,None,Unf,TA,None,None,None,11.33857207782545,84000
1036,Ex,TA,Gd,GLQ,Unf,Ex,Y,Ex,Typ,Ex,Fin,TA,None,None,None,12.661913960963405,315500
1037,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.567237494741757,287000
1038,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,TA,None,None,None,None,None,11.48246625748552,97000
1039,Gd,TA,Av,GLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.289781913656018,80000
1040,TA,TA,No,Rec,BLQ,Ex,Y,TA,Maj1,TA,RFn,TA,None,GdPrv,None,11.951180395901384,155000
1041,TA,TA,No,GLQ,Rec,Gd,Y,Gd,Typ,None,Unf,TA,None,None,None,12.061046873479915,173000
1042,Gd,TA,Av,ALQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.185869938212655,196000
1043,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,Ex,Unf,TA,None,None,None,12.477167914377556,262280
1044,Gd,TA,No,ALQ,Unf,TA,Y,Gd,Typ,Gd,Fin,TA,None,MnPrv,None,12.535376392672774,278000
1045,None,None,None,None,None,Ex,Y,TA,Min2,Gd,Unf,TA,None,None,None,11.84653646931041,139600
1046,Ex,TA,Av,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,13.229567991666638,556581
1047,Gd,TA,No,GLQ,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,None,None,11.884489021402711,145000
1048,None,None,None,None,None,TA,Y,TA,Min1,TA,Unf,TA,None,GdPrv,None,11.652687407345388,115000
1049,None,None,None,None,None,Ex,Y,Gd,Typ,None,Unf,TA,None,None,None,11.349229372299439,84900
1050,Gd,TA,Av,Unf,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,None,None,12.080991165908294,176485
1051,Gd,TA,Av,Unf,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.206777397134413,200141
1052,TA,TA,No,Rec,Unf,TA,Y,TA,Typ,TA,RFn,TA,None,GdPrv,None,12.013700752882718,165000
1053,TA,TA,Av,Rec,Unf,Ex,Y,TA,Min2,Gd,Unf,TA,None,None,None,11.881034786534624,144500
1054,Gd,TA,Mn,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.449018824140563,255000
1055,Gd,TA,No,ALQ,Unf,TA,Y,TA,Typ,TA,Fin,TA,None,MnPrv,None,12.100712129872347,180000
1056,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.132695175725399,185850
1057,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.421184025147118,248000
1058,Ex,TA,Av,GLQ,Unf,Ex,Y,Ex,Typ,Gd,Fin,TA,None,None,None,12.721885810807203,335000
1059,TA,TA,Mn,Rec,LwQ,TA,Y,TA,Typ,Gd,Unf,Fa,None,None,None,12.301382825334498,220000
1060,Gd,TA,Mn,GLQ,Unf,Ex,Y,Gd,Typ,None,Fin,TA,None,None,None,12.271392111650817,213500
1061,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,None,RFn,TA,None,None,Shed,11.302204433654575,81000
1062,TA,TA,No,Unf,Unf,TA,N,TA,Min2,None,Unf,TA,None,None,None,11.407564949312402,90000
1063,TA,TA,No,BLQ,Unf,Gd,Y,Gd,Typ,Gd,Unf,TA,None,MnPrv,None,11.612770799939945,110500
1064,TA,TA,Mn,BLQ,Rec,Ex,Y,TA,Typ,Po,RFn,TA,None,MnPrv,None,11.944707881395766,154000
1065,Ex,TA,Gd,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.70076888736628,328000
1066,Gd,TA,No,Unf,Unf,Gd,Y,TA,Typ,TA,RFn,TA,None,None,None,12.089538829274222,178000
1067,TA,TA,Gd,GLQ,LwQ,TA,Y,TA,Typ,None,RFn,TA,None,None,None,12.031123843065632,167900
1068,Gd,TA,No,ALQ,Unf,Gd,Y,TA,Maj1,Gd,Fin,TA,None,GdPrv,None,11.927680619985486,151400
1069,TA,TA,No,ALQ,Unf,TA,Y,Gd,Typ,None,Unf,TA,None,None,None,11.813030057420567,135000
1070,TA,TA,No,BLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.813030057420567,135000
1071,TA,TA,No,Rec,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,None,None,11.944707881395766,154000
1072,Fa,Fa,Mn,Unf,Unf,Fa,Y,TA,Typ,TA,Unf,TA,None,None,None,11.424094251263613,91500
1073,TA,TA,No,BLQ,Unf,TA,Y,TA,Typ,None,Fin,TA,None,MnPrv,None,11.979799201207037,159500
1074,Gd,TA,Av,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.175613438045465,194000
1075,TA,TA,No,BLQ,Unf,TA,Y,TA,Typ,Gd,Unf,TA,None,None,None,12.299107511497363,219500
1076,Fa,TA,No,ALQ,Unf,Gd,Y,Gd,Min1,TA,Unf,TA,None,None,Shed,12.043553716032399,170000
1077,TA,TA,Mn,BLQ,Rec,Ex,Y,TA,Typ,None,Fin,TA,None,None,None,11.840789327054841,138800
1078,Gd,TA,Mn,GLQ,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,11.956970055045868,155900
1079,Gd,TA,No,GLQ,Unf,Gd,Y,TA,Typ,None,Unf,TA,None,None,None,11.744037185933616,126000
1080,TA,TA,No,ALQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,11.884489021402711,145000
1081,TA,TA,No,ALQ,Unf,Fa,Y,TA,Typ,None,Fin,TA,None,MnPrv,None,11.79810440720389,133000
1082,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.165250651009918,192000
1083,TA,TA,No,BLQ,Unf,TA,Y,TA,Typ,Gd,RFn,TA,None,MnPrv,Shed,11.982929094215963,160000
1084,Gd,TA,No,ALQ,Unf,Gd,Y,TA,Typ,TA,Fin,TA,None,None,None,12.141534124392603,187500
1085,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,None,Unf,TA,None,None,None,11.898187865760873,147000
1086,TA,TA,No,BLQ,Unf,TA,Y,TA,Typ,None,RFn,TA,None,None,None,11.332601910838946,83500
1087,Gd,TA,Mn,Unf,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.437184366493561,252000
1088,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Maj1,None,Unf,TA,None,None,None,11.831379196088763,137500
1089,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.190959007720126,197000
1090,None,None,None,None,None,Fa,N,TA,Typ,None,Unf,TA,None,None,None,11.439278924801929,92900
1091,Gd,TA,No,BLQ,Unf,Ex,Y,Gd,Typ,None,Unf,TA,None,None,None,11.982929094215963,160000
1092,TA,TA,No,Rec,Unf,Fa,Y,TA,Typ,Gd,Unf,TA,None,None,None,11.824079893607152,136500
1093,TA,TA,Mn,GLQ,Unf,Gd,Y,Gd,Typ,None,Unf,TA,None,MnPrv,None,11.891361900690473,146000
1094,TA,TA,No,BLQ,Rec,Ex,Y,TA,Typ,None,Fin,TA,None,None,None,11.76756768334381,129000
1095,Gd,TA,No,GLQ,Unf,Gd,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.08069081199846,176432
1096,TA,TA,No,Unf,Unf,TA,Y,Gd,Typ,None,None,None,None,None,None,11.751942365440728,127000
1097,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.043553716032399,170000
1098,TA,TA,No,BLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.759785542901755,128000
1099,Gd,TA,No,ALQ,Unf,TA,Y,TA,Typ,TA,RFn,TA,None,None,None,11.964001084330445,157000
1100,TA,Fa,No,Rec,Unf,TA,N,Fa,Typ,None,Unf,TA,None,None,None,11.002099841204238,60000
1101,TA,TA,No,BLQ,LwQ,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.691071650353702,119500
1102,TA,TA,No,Rec,Unf,Ex,Y,TA,Typ,None,RFn,TA,None,MnWw,None,11.813030057420567,135000
1103,TA,TA,Mn,ALQ,Unf,Ex,Y,TA,Typ,Fa,Fin,TA,None,None,None,11.979799201207037,159500
1104,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.571194373094205,106000
1105,Ex,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,TA,RFn,TA,None,None,None,12.691580461311874,325000
1106,Gd,TA,Mn,GLQ,Unf,Gd,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.100156419938624,179900
1107,Ex,Gd,No,Unf,Unf,Ex,Y,Gd,Typ,Gd,RFn,TA,None,None,None,12.523525876315125,274725
1108,Gd,TA,No,Unf,Unf,Ex,Y,TA,Typ,TA,RFn,TA,None,None,None,12.106252310247962,181000
1109,Ex,TA,Mn,GLQ,Unf,Ex,Y,Gd,Typ,Gd,Fin,TA,None,None,None,12.542544882151386,280000
1110,Gd,TA,No,GLQ,Unf,Gd,Y,TA,Typ,TA,Fin,TA,None,None,None,12.144197241812087,188000
1111,TA,TA,No,ALQ,Unf,TA,Y,TA,Typ,Gd,RFn,TA,None,None,None,12.230765258120545,205000
1112,TA,TA,No,GLQ,Unf,TA,Y,TA,Typ,None,Unf,TA,None,None,None,11.77452020265869,129900
1113,TA,TA,No,BLQ,Unf,Gd,Y,Gd,Typ,None,Unf,TA,None,None,None,11.809319478024031,134500
1114,TA,TA,No,Rec,Unf,Ex,Y,Gd,Typ,None,Unf,TA,None,MnPrv,None,11.669929213779893,117000
1115,Ex,TA,No,GLQ,Unf,Ex,Y,Ex,Typ,Gd,RFn,TA,None,None,None,12.669806661762314,318000
1116,Gd,TA,No,GLQ,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.123234367221169,184100
1117,TA,TA,No,BLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,11.77528972943772,130000
1118,TA,TA,No,Unf,Unf,TA,Y,TA,Min2,None,RFn,TA,None,None,None,11.84939770159144,140000
1119,TA,TA,No,LwQ,Unf,TA,Y,TA,Typ,None,RFn,TA,None,GdWo,None,11.803353763090035,133700
1120,TA,TA,No,Unf,Unf,TA,Y,TA,Typ,Gd,Unf,TA,None,MnPrv,None,11.681824001432043,118400
1121,Gd,TA,Av,GLQ,Unf,Ex,Y,Gd,Typ,None,RFn,TA,None,None,None,12.26857785088157,212900
1122,TA,TA,No,Unf,Unf,Ex,Y,TA,Typ,None,Unf,TA,None,MnPrv,None,11.626254150277232,112000
1123,TA,TA,No,Unf,Unf,Ex,Y,TA,Typ,None,None,None,None,None,None,11.678439903447801,118000
1124,Gd,TA,No,Unf,Unf,Gd,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.00701176473192,163900
1125,TA,TA,No,Unf,Unf,TA,Y,Fa,Typ,TA,Unf,Fa,None,None,None,11.652687407345388,115000
1126,Gd,TA,No,Unf,Unf,Ex,Y,Gd,Typ,TA,Fin,TA,None,None,None,12.066810578196666,174000
